category,foodCode,foodName,englishName,edible,water,energyKCal,energyKJ,protein,fat,CHO,dietaryFiber,cholesterol,ash,vitaminA,carotene,retinol,thiamin,riboflavin,niacin,vitaminC,vitaminETotal,vitaminE1,vitaminE2,vitaminE3,Ca,P,K,Na,Mg,Fe,Zn,Se,Cu,Mn,remark
乳类及其制品-奶酪,104005,乳酪（契达干酪，普通）,Cheese， Cheddar， ordinary,100,36.0,412,1708,25.5,34.4,0.1,—,100,—,344,225,325,0.03,0.40,0.10,Tr,0.53,—,—,—,720,490,77,670.0,25,0.3,2.30,12.00,0.03,Tr,
乳类及其制品-奶酪,104006,乳酪（契达干酪，脱脂）,Cheese， Cheddar， reduced fat,100,47.1,261,1091,31.5,15.0,Tr,—,43,—,174,100,165,0.03,0.53,0.10,Tr,0.39,—,—,—,840,620,110,670.0,39,0.2,2.80,15.00,0.05,Tr,
乳类及其制品-奶酪,104007,曲拉,"Qula, Cheddar， homemade, crude product",100,8.2,356,1510,39.1,2.9,43.4,—,—,6.4,216,—,216,0.07,0.16,0.10,—,0.54,0.51,—,—,1217,1135,166,285.2,143,5.8,3.09,2.21,0.10,0.09,青海
乳类及其制品-奶酪,104008,乳酪（全脂软酪）,Full fat soft cheese,100,58.0,313,1293,8.6,31.0,Tr,—,90,—,—,—,—,0.03,0.17,0.10,Tr,—,—,—,—,110,130,150,330.0,9,0.1,0.70,3.00,0.10,—,
乳类及其制品-奶酪,104009,酸酪蛋,Cottage cheese,100,11.2,443,1856,40.4,20.4,24.4,—,120,3.6,—,—,—,0.05,0.44,1.00,—,—,—,—,—,756,682,512,130.8,47,20.6,3.02,10.93,1.04,0.30,内蒙古
乳类及其制品-奶酪,104010,乳酪（羊乳酪）,Feta,100,56.5,250,1038,15.6,20.2,1.5,—,70,—,223,33,220,0.04,0.21,0.20,Tr,0.37,—,—,—,360,280,95,1440.0,20,0.2,0.90,—,0.07,—,
乳类及其制品-奶酪,104011,乳酪（中脂软酪）,Medium fat soft cheese,100,69.5,180,746,9.2,14.5,3.1,—,42,—,209,175,195,—,—,—,Tr,0.78,—,—,—,—,—,—,—,—,—,—,3.00,—,—,
乳类及其制品-奶酪,104012,奶酪（光明牌）,,100,43.0,348,1442,16.5,28.4,6.5,—,—,5.6,—,—,290,0.07,0.45,Tr,Tr,Tr,Tr,Tr,Tr,445,389,315,1598.0,20,0.2,2.35,5.08,0.02,0.01,上海
乳类及其制品-奶酪,104013,奶酪（骑士牌）,,100,31.7,386,1608,23.0,25.4,16.3,—,—,3.6,—,—,55,0.19,0.30,0.05,Tr,—,—,—,—,796,307,42,531.8,35,2.2,5.03,—,0.06,0.10,内蒙古
乳类及其制品-奶酪,104014,低脂奶酪,,100,48.0,241,1011,21.6,11.6,12.6,—,37,6.2,—,—,119,0.06,0.49,Tr,Tr,Tr,Tr,Tr,Tr,522,606,368,1684.8,29,0.2,3.41,6.82,0.03,0.02,上海
乳类及其制品-奶酪,104015,硬质干酪,,100,37.3,411,1702,24.9,34.5,0.1,—,100,—,312,215,—,0.03,0.41,0.10,Tr,—,—,—,—,731,500,76,687.0,29,0.3,4.10,6.00,0.05,Tr,
乳类及其制品-奶酪,104016,奶酪（爱氏晨曦牌，儿童奶酪条）,,100,49.0,295,1224,23.9,22.1,Tr,—,—,5.5,218,—,218,Tr,0.20,—,Tr,0.00,Tr,Tr,Tr,286,951,66,1408.1,16,0.8,3.26,—,Tr,Tr,丹麦
乳类及其制品-奶酪,104017,奶酪（百嘉儿童干酪条）,,100,51.9,272,1131,25.0,18.4,1.5,—,—,3.2,271,—,271,Tr,0.30,—,Tr,0.00,Tr,Tr,Tr,536,462,28,806.6,17,0.7,3.90,—,Tr,Tr,澳大利亚
乳类及其制品-奶酪,104018,奶酪（多美鲜牌，欧洲奶油奶酪）,,100,36.4,356,1483,13.1,23.4,23.2,—,—,3.9,28,—,28,0.02,0.28,—,Tr,0.00,Tr,Tr,Tr,170,788,196,845.8,19,0.9,1.20,—,Tr,Tr,德国
乳类及其制品-奶酪,104019,奶酪（天润牌，无限欢酪）,,100,11.6,515,2148,3.5,33.0,51.0,—,33,0.9,184,—,184,0.01,0.04,—,—,0.47,0.47,—,—,191,120,324,40.8,11,0.3,1.20,—,0.09,0.01,新疆
乳类及其制品-奶酪,104020,酸奶疙瘩（干，农户家）,,100,7.5,446,1873,48.8,18.6,20.9,—,53,4.2,119,—,119,0.05,0.15,—,—,3.12,3.12,—,—,437,471,566,248.0,38,1.9,1.94,—,0.16,0.06,新疆
乳类及其制品-奶酪,104021,酸奶疙瘩（干，市售）,,100,19.1,451,1883,31.1,27.6,19.6,—,60,2.6,188,—,188,0.84,0.29,—,—,1.23,1.23,—,—,773,288,520,383.0,30,0.6,1.44,—,0.16,0.04,新疆
乳类及其制品-奶酪,104022,酸奶疙瘩（干，市售，加盐）,,100,12.4,383,1613,51.6,11.7,17.8,—,31,6.5,72,—,72,0.18,0.46,—,—,5.56,5.56,—,—,702,390,478,1933.0,34,2.3,1.11,—,0.25,0.09,新疆
乳类及其制品-奶酪,104023,酸奶疙瘩（瑞缘牌，中脂特硬质干酪）,,100,12.9,456,1911,14.4,22.3,49.5,—,44,0.9,109,—,109,0.02,0.07,—,—,0.44,0.44,—,—,265,131,277,80.7,11,0.2,0.74,—,0.05,0.02,新疆
乳类及其制品-奶酪,104024,酸奶疙瘩（新鲜）,,100,50.7,275,1149,18.6,16.8,12.4,—,31,1.5,98,—,98,0.03,0.16,—,—,2.00,2.00,—,—,353,145,205,108.0,18,0.6,0.73,—,0.12,0.01,新疆
乳类及其制品-液态乳,101101x,纯牛奶（代表值，全脂）,Milk，pasteurized,100,87.6,65,271,3.3,3.6,4.9,0.0,17,0.7,54,—,54,0.03,0.12,0.11,Tr,0.13,0.09,0.03,0.01,107,90,180,63.7,11,0.3,0.28,1.34,0.01,0.01,
乳类及其制品-液态乳,101102,纯牛奶（全脂，美国牛）,Milk，full fat，American breed,100,88.6,59,246,2.9,3.2,4.6,0.0,26,0.7,9,—,9,0.13,0.18,—,1.0,—,—,—,—,108,68,127,40.2,19,0.1,0.33,2.38,0.14,0.01,南昌
乳类及其制品-液态乳,101104,纯牛奶（全脂，德国牛）,Milk，full fat，German breed,100,88.1,60,250,3.1,3.0,5.1,0.0,32,0.7,13,—,13,0.12,0.16,—,Tr,—,—,—,—,114,87,120,45.8,19,0.1,0.38,2.50,0.16,0.01,南昌
乳类及其制品-液态乳,101105,纯牛奶（全脂，光明牌）,,100,88.0,61,256,3.1,3.2,5.0,0.0,3,0.7,28,—,28,0.02,0.10,0.13,Tr,0.07,0.07,Tr,Tr,85,87,132,24.8,8,0.1,0.25,1.70,0.01,—,上海
乳类及其制品-液态乳,101106,纯牛奶（全脂，乐百氏牌）,,100,87.4,67,278,3.3,3.8,4.8,0.0,4,0.7,11,—,11,0.02,0.09,0.13,Tr,0.09,0.09,Tr,Tr,104,100,142,38.4,12,0.6,0.85,1.08,0.01,0.01,广东
乳类及其制品-液态乳,101107,纯牛奶（全脂，帕玛拉特牌）,,100,87.9,61,256,3.0,3.1,5.3,0.0,6,0.7,14,—,14,0.02,0.08,0.10,Tr,0.05,0.05,Tr,Tr,113,99,166,68.2,11,0.4,0.67,0.22,0.01,0.01,天津
乳类及其制品-液态乳,101108,纯牛奶（全脂，三元牌）,,100,86.9,69,289,3.4,3.9,5.1,0.0,1,0.7,30,—,30,0.02,0.10,0.13,Tr,0.18,0.12,0.06,Tr,88,88,177,35.1,10,0.3,0.42,1.70,0.01,0.01,北京
乳类及其制品-液态乳,101109,纯牛奶（全脂，完达山牌）,,100,88.3,60,251,2.9,3.2,4.9,0.0,7,0.7,17,—,17,0.03,0.09,0.08,Tr,0.10,0.05,0.05,Tr,91,87,161,292.1,9,0.1,0.28,0.60,0.01,—,黑龙江
乳类及其制品-液态乳,101110,纯牛奶（全脂，龙丹牌）,,100,87.5,66,277,2.9,3.8,5.1,0.0,6,0.7,11,—,11,0.02,0.10,0.11,Tr,0.15,0.07,0.08,Tr,82,83,145,41.5,9,0.1,0.46,0.80,Tr,0.01,黑龙江
乳类及其制品-液态乳,101111,纯牛奶（全脂，蒙牛牌）,,100,87.2,67,280,3.1,3.7,5.3,0.0,1,0.7,14,—,14,0.02,0.11,0.11,Tr,0.10,0.10,—,Tr,98,94,159,48.9,11,0.2,0.51,1.10,Tr,Tr,内蒙古
乳类及其制品-液态乳,101112,纯牛奶（全脂，新南洋牌）,,100,87.4,67,280,3.1,3.8,5.1,0.0,5,0.7,17,—,17,0.02,0.11,0.11,Tr,0.08,0.08,—,Tr,92,59,163,46.1,11,0.3,0.45,1.20,Tr,0.02,北京
乳类及其制品-液态乳,101113,纯牛奶（全脂，帕玛拉特）,,100,88.1,61,254,2.9,3.2,5.1,0.0,5,0.7,15,—,15,0.02,0.13,0.08,Tr,0.07,0.07,—,Tr,93,99,181,62.1,11,0.4,0.58,1.25,0.01,0.01,天津
乳类及其制品-液态乳,101114,纯牛奶（全脂，伊利牌）,,100,86.9,68,283,3.2,3.7,5.4,0.0,—,0.8,16,—,16,0.02,0.13,0.08,Tr,Tr,Tr,—,Tr,110,103,348,49.5,12,0.1,0.45,1.51,0.02,—,内蒙古
乳类及其制品-液态乳,101122,纯牛奶（全脂，爱尔兰金凯利全脂牛奶）,,100,88.5,62,257,3.2,3.6,4.1,0.0,24,0.6,84,—,84,0.02,0.15,—,Tr,0.08,0.08,—,0.00,108,85,217,21.7,8,0.2,0.14,—,Tr,Tr,
乳类及其制品-液态乳,101123,纯牛奶（全脂，澳大利亚澳田纯牛奶）,,100,88.4,62,257,3.6,3.5,3.9,0.0,20,0.6,63,—,63,0.02,0.18,—,Tr,0.08,0.06,—,0.02,112,97,203,20.3,9,0.2,0.16,—,Tr,Tr,
乳类及其制品-液态乳,101124,纯牛奶（全脂，比利时纯牧牛奶）,,100,88.4,61,253,3.5,3.4,4.0,0.0,19,0.7,58,—,58,0.02,0.14,—,Tr,0.06,0.06,—,0.00,112,101,239,23.9,9,0.3,0.15,—,Tr,Tr,
乳类及其制品-液态乳,101125,纯牛奶（全脂，波兰美波全脂纯牛奶）,,100,84.9,75,313,3.2,3.4,7.8,0.0,17,0.7,39,—,39,0.02,0.15,—,Tr,0.06,0.05,—,0.01,116,108,132,92.0,9,0.2,0.16,—,Tr,Tr,
乳类及其制品-液态乳,101126,纯牛奶（全脂，丹麦爱氏晨曦有机全脂牛奶）,,100,87.0,67,281,3.5,3.6,5.2,0.0,19,0.7,112,—,112,0.02,0.17,—,Tr,0.11,0.09,—,0.01,117,86,187,18.7,9,0.2,0.16,—,Tr,Tr,
乳类及其制品-液态乳,101127,纯牛奶（全脂，德国爱氏晨曦纯牛奶）,,100,86.8,68,285,3.4,3.6,5.5,0.0,17,0.7,98,—,98,0.02,0.16,—,Tr,0.10,0.08,—,0.01,117,87,166,16.6,9,0.3,0.18,—,0.01,Tr,
乳类及其制品-液态乳,101128,纯牛奶（全脂，德国甘蒂牧场纯牛奶）,,100,87.7,64,269,3.3,3.6,4.7,0.0,21,0.7,74,—,74,0.01,0.15,—,Tr,0.16,0.15,—,0.00,107,100,192,19.2,8,0.2,0.16,—,Tr,Tr,
乳类及其制品-液态乳,101129,纯牛奶（全脂，法国得乐思全脂牛奶）,,100,87.7,64,269,3.7,3.6,4.3,0.0,22,0.7,51,—,51,0.02,0.15,—,Tr,0.07,0.05,—,0.02,116,107,128,93.1,9,0.2,0.16,—,Tr,Tr,
乳类及其制品-液态乳,101130,纯牛奶（全脂，光明纯牛奶）,,100,88.5,60,252,3.4,3.4,4.0,0.0,20,0.7,102,—,102,0.02,0.13,—,Tr,0.10,0.06,—,0.01,118,87,303,30.3,9,0.2,0.17,—,Tr,Tr,黑龙江
乳类及其制品-液态乳,101131,纯牛奶（全脂，光明优+高品质纯牛奶）,,100,87.4,67,278,3.6,3.8,4.5,0.0,16,0.7,93,—,93,0.03,0.13,—,Tr,0.11,0.08,—,0.01,114,85,204,20.4,9,0.2,0.17,—,Tr,Tr,浙江
乳类及其制品-液态乳,101132,纯牛奶（全脂，广泽澳醇纯牛奶）,,100,88.2,63,262,3.5,3.6,4.1,0.0,31,0.6,42,—,42,0.02,0.12,—,Tr,0.16,0.09,—,0.01,138,90,124,185.2,14,0.4,0.24,—,Tr,Tr,吉林
乳类及其制品-液态乳,101133,纯牛奶（全脂，花园牌）,,100,89.3,57,239,2.9,3.3,4.0,0.0,8,0.5,37,—,37,0.01,0.06,—,Tr,0.12,0.12,—,—,55,57,135,25.2,12,0.0,0.30,—,0.01,0.01,新疆
乳类及其制品-液态乳,101134,纯牛奶（全脂，辉山纯牛奶）,,100,87.4,66,276,3.5,3.7,4.7,0.0,30,0.7,64,—,64,0.02,0.14,—,Tr,0.16,0.09,—,0.01,137,88,123,179.1,16,1.8,0.27,—,Tr,Tr,辽宁
乳类及其制品-液态乳,101135,纯牛奶（全脂，龙丹松花江牧场纯牛奶）,,100,87.2,67,280,3.6,3.7,4.8,0.0,26,0.7,106,—,106,0.02,0.13,—,Tr,0.10,0.10,—,0.00,138,94,136,193.1,15,1.2,0.24,—,Tr,0.01,黑龙江
乳类及其制品-液态乳,101136,纯牛奶（全脂，麦趣尔牌）,,100,88.1,61,254,2.9,3.1,5.3,0.0,7,0.6,38,—,38,0.01,0.02,—,Tr,0.12,0.12,—,—,51,63,129,22.3,12,0.0,0.33,—,0.01,0.01,新疆
乳类及其制品-液态乳,101137,纯牛奶（全脂，蒙牛纯牛奶）,,100,87.3,67,278,3.4,3.8,4.7,0.0,22,0.8,70,—,70,0.02,0.12,—,Tr,0.14,0.13,—,0.00,113,97,187,18.7,9,0.2,0.18,—,Tr,Tr,安徽
乳类及其制品-液态乳,101138,纯牛奶（全脂，蒙牛特仑苏有机纯牛奶）,,100,86.8,69,289,3.4,4.0,4.9,0.0,8,0.9,46,—,46,0.03,0.13,—,Tr,0.14,0.02,—,0.10,115,98,407,40.7,10,0.3,0.18,—,Tr,Tr,内蒙古
乳类及其制品-液态乳,101139,纯牛奶（全脂，明治醇壹高温杀菌乳）,,100,87.2,67,280,3.6,3.7,4.8,0.0,20,0.7,60,—,60,0.02,0.12,—,Tr,0.11,0.09,—,0.00,114,126,117,111.5,11,0.2,0.22,—,Tr,Tr,江苏
乳类及其制品-液态乳,101140,纯牛奶（全脂，瑞士艾美全脂牛奶）,,100,86.1,70,293,3.2,3.5,6.4,0.0,22,0.8,50,—,50,0.03,0.18,—,Tr,0.07,0.07,—,0.00,118,81,199,19.9,9,0.2,0.19,—,0.01,Tr,
乳类及其制品-液态乳,101141,纯牛奶（全脂，圣牧有机纯牛奶）,,100,86.0,74,308,3.5,4.1,5.7,0.0,15,0.7,98,—,98,0.03,0.13,—,Tr,0.10,0.07,—,0.01,118,91,171,17.1,10,0.2,0.20,—,0.01,Tr,内蒙古
乳类及其制品-液态乳,101142,纯牛奶（全脂，天润牌浓缩纯奶）,,100,86.9,67,281,3.2,3.5,5.7,0.0,10,0.7,47,—,47,0.01,0.03,—,Tr,0.14,0.14,—,—,58,67,151,26.4,16,0.0,0.35,—,0.01,0.01,新疆
乳类及其制品-液态乳,101143,纯牛奶（全脂，完达山纯牛奶）,,100,88.1,66,276,3.5,4.2,3.6,0.0,33,0.6,42,—,42,0.02,0.14,—,Tr,0.17,0.11,—,0.01,137,91,123,183.7,16,0.4,0.25,—,Tr,Tr,黑龙江
乳类及其制品-液态乳,101144,纯牛奶（全脂，西域春牌）,,100,88.5,59,246,2.9,3.1,4.8,0.0,8,0.7,42,—,42,0.01,0.02,—,Tr,0.12,0.12,—,—,60,68,152,24.9,13,0.0,0.32,—,0.01,0.01,新疆
乳类及其制品-液态乳,101145,纯牛奶（全脂，夏进纯牛奶）,,100,87.9,63,264,3.5,3.5,4.4,0.0,26,0.7,64,—,64,0.02,0.06,—,Tr,0.09,0.02,—,0.06,137,95,126,190.0,15,0.3,0.22,—,Tr,Tr,宁夏
乳类及其制品-液态乳,101146,纯牛奶（全脂，现代牧业纯牛奶）,,100,87.3,66,276,3.3,3.6,5.1,0.0,21,0.7,103,—,103,0.02,0.11,—,Tr,0.16,0.15,—,0.00,118,109,138,93.6,9,0.2,0.17,—,Tr,Tr,安徽
乳类及其制品-液态乳,101147,纯牛奶（全脂，新希望复原乳）,,100,88.2,63,262,3.0,3.6,4.6,0.0,21,0.6,90,—,90,0.02,0.18,—,Tr,0.30,0.30,—,0.00,111,86,327,32.7,8,0.2,0.14,—,Tr,Tr,浙江
乳类及其制品-液态乳,101148,纯牛奶（全脂，新希望千岛湖牧场纯牛奶）,,100,88.4,62,257,3.2,3.5,4.3,0.0,16,0.6,103,—,103,0.03,0.11,—,Tr,0.11,0.08,—,0.01,111,93,318,31.8,8,0.3,0.17,—,Tr,Tr,浙江
乳类及其制品-液态乳,101149,纯牛奶（全脂，伊利纯牛奶）,,100,87.8,66,274,3.4,3.9,4.2,0.0,22,0.7,45,—,45,0.02,0.14,—,Tr,0.14,0.13,—,0.01,112,97,231,23.1,9,0.1,0.17,—,Tr,Tr,辽宁
乳类及其制品-液态乳,101150,纯牛奶（全脂，伊利金典有机纯牛奶）,,100,86.3,73,303,3.5,4.1,5.4,0.0,23,0.7,76,—,76,0.02,0.14,—,Tr,0.23,0.18,—,0.02,111,105,146,14.6,9,0.2,0.18,—,Tr,Tr,内蒙古
乳类及其制品-液态乳,101151,纯牛奶（全脂，意大利培兰全脂纯牛奶）,,100,88.1,63,264,3.5,3.6,4.2,0.0,21,0.6,59,—,59,0.02,0.13,—,Tr,0.04,0.04,—,0.00,112,102,127,91.0,9,0.4,0.16,—,Tr,Tr,
乳类及其制品-液态乳,101152,纯牛奶（低脂，帕玛拉特）,,100,90.1,43,182,2.9,1.3,5.0,0.0,5,0.7,6,—,6,0.03,0.09,0.07,Tr,Tr,Tr,Tr,Tr,66,91,185,279.5,8,0.2,0.30,1.49,0.02,Tr,天津
乳类及其制品-液态乳,101152x,纯牛奶（代表值，低脂）,,100,89.4,47,197,3.5,1.5,4.8,0.0,9,0.7,45,—,45,0.02,0.16,0.07,Tr,0.07,0.06,—,0.01,111,106,232,80.1,10,0.2,0.20,1.49,0.02,Tr,
乳类及其制品-液态乳,101153,纯牛奶（低脂，澳大利亚德运部分脱脂纯牛奶）,,100,89.0,51,215,3.3,2.0,5.0,0.0,12,0.7,49,—,49,0.02,0.19,—,Tr,0.08,0.08,—,0.00,116,90,262,26.2,9,0.2,0.16,—,Tr,Tr,
乳类及其制品-液态乳,101154,纯牛奶（低脂，德国艾德牧牌部分脱脂纯牛奶）,,100,90.3,45,187,3.5,1.7,3.8,0.0,11,0.7,35,—,35,0.02,0.13,—,Tr,0.05,0.03,—,0.02,114,101,135,91.8,9,0.2,0.15,—,Tr,Tr,
乳类及其制品-液态乳,101155,纯牛奶（低脂，蒙牛特仑苏低脂牛奶）,,100,88.9,48,201,3.8,1.3,5.2,0.0,10,0.8,61,—,61,0.03,0.14,—,Tr,0.28,0.12,—,0.05,116,111,358,35.8,10,0.1,0.20,—,Tr,Tr,宁夏
乳类及其制品-液态乳,101156,纯牛奶（低脂，明治醇壹低脂肪高温杀菌乳）,,100,89.2,46,194,3.6,1.2,5.2,0.0,9,0.8,49,—,49,0.02,0.13,—,Tr,0.04,0.03,—,0.00,115,127,133,108.4,11,0.2,0.23,—,Tr,Tr,江苏
乳类及其制品-液态乳,101157,纯牛奶（低脂，新西兰安佳低脂牛奶）,,100,88.5,51,214,3.8,1.5,5.5,0.0,13,0.7,39,—,39,0.03,0.23,—,Tr,0.07,0.07,—,0.00,120,86,188,18.8,9,0.2,0.18,—,Tr,Tr,
乳类及其制品-液态乳,101158,纯牛奶（低脂，新西兰恒天然田园低脂牛奶）,,100,90.1,45,190,3.7,1.7,3.8,0.0,12,0.7,26,—,26,0.03,0.22,—,Tr,0.09,0.07,—,0.02,120,110,412,41.2,10,0.2,0.20,—,Tr,Tr,
乳类及其制品-液态乳,101159,纯牛奶（低脂，伊利金典低脂奶）,,100,88.8,48,203,3.7,1.3,5.4,0.0,6,0.8,80,—,80,0.02,0.12,—,Tr,0.08,0.05,—,0.01,121,132,279,27.9,11,0.2,0.22,—,Tr,Tr,山东
乳类及其制品-液态乳,101160,纯牛奶（低脂，意大利皮尔蒙特低脂牛奶）,,100,89.9,45,188,3.4,1.4,4.6,0.0,6,0.7,58,—,58,0.02,0.15,—,Tr,0.06,0.05,—,0.01,114,106,132,91.3,9,0.1,0.16,—,Tr,Tr,
乳类及其制品-液态乳,101161,纯牛奶（脱脂，帕玛拉特）,,100,91.4,33,138,2.9,0.2,4.8,0.0,2,0.7,Tr,—,Tr,0.03,0.08,0.07,Tr,Tr,Tr,Tr,Tr,75,96,204,117.2,9,0.3,0.54,1.05,0.01,—,天津
乳类及其制品-液态乳,101161x,纯牛奶（代表值，脱脂）,,100,91.0,34,146,3.5,0.3,4.6,0.0,4,0.7,37,—,37,0.03,0.16,0.07,Tr,0.05,0.05,—,Tr,116,98,200,127.3,12,0.3,0.28,1.05,Tr,Tr,
乳类及其制品-液态乳,101162,纯牛奶（脱脂，澳大利亚澳田脱脂牛奶）,,100,91.0,35,147,3.7,0.3,4.3,0.0,4,0.7,56,—,56,0.01,0.20,—,Tr,0.06,0.05,—,0.00,137,97,137,188.6,16,0.7,0.26,—,Tr,Tr,
乳类及其制品-液态乳,101163,纯牛奶（脱脂，丹麦爱氏晨曦脱脂纯牛奶）,,100,90.0,39,164,3.5,0.3,5.5,0.0,4,0.7,20,—,20,0.03,0.15,—,Tr,0.01,0.01,—,0.00,118,99,369,36.9,10,0.2,0.20,—,Tr,Tr,
乳类及其制品-液态乳,101164,纯牛奶（脱脂，德国甘蒂牧场脱脂牛奶）,,100,91.5,34,143,3.3,0.5,4.0,0.0,4,0.7,62,—,62,0.03,0.15,—,Tr,0.10,0.08,—,0.02,136,92,148,200.9,15,0.3,0.23,—,Tr,Tr,
乳类及其制品-液态乳,101165,纯牛奶（脱脂，新西兰安佳轻欣脱脂牛奶）,,100,91.2,32,138,3.9,0.0,4.2,0.0,4,0.7,47,—,47,0.03,0.23,—,Tr,0.09,0.07,—,0.02,116,108,142,92.7,10,0.1,0.17,—,Tr,Tr,
乳类及其制品-液态乳,101166,调制乳（全脂，强化VA，VD）,,100,89.0,51,215,2.7,2.0,5.6,—,—,0.7,66,—,66,0.02,0.08,0.10,3.0,—,—,—,—,140,60,130,42.6,14,0.2,0.38,1.36,0.04,0.03,
乳类及其制品-液态乳,101167,调制乳（全脂，草莓味，卡夫牌）,,100,83.4,79,332,2.7,3.0,10.3,—,4,0.6,18,—,18,0.02,0.11,0.09,Tr,0.14,0.09,0.05,Tr,78,83,157,28.3,9,0.3,0.37,1.30,0.00,0.01,北京
乳类及其制品-液态乳,101168,调制乳（全脂，巧克力味，卡夫牌）,,100,83.3,80,336,2.8,3.2,10.0,—,5,0.7,17,—,17,0.02,0.11,0.12,Tr,0.07,0.07,Tr,Tr,81,92,154,31.4,13,0.5,0.31,1.63,0.02,0.02,北京
乳类及其制品-液态乳,101169,调制乳（全脂，巧克力味，三元牌）,,100,84.4,74,311,2.3,2.8,9.9,—,1,0.6,18,—,18,0.02,0.08,0.09,Tr,0.25,0.19,0.06,Tr,101,75,165,36.3,12,0.5,0.37,1.07,0.03,0.03,北京
乳类及其制品-液态乳,101170,调制乳（全脂，学生奶）,,100,86.1,66,278,2.6,2.6,8.1,—,—,0.6,30,—,30,0.02,0.14,0.06,Tr,Tr,Tr,Tr,Tr,87,78,140,47.3,8,0.1,1.53,0.85,Tr,Tr,黑龙江
乳类及其制品-液态乳,101171,调制乳（全脂，龙丹益醇核桃牛奶）,,100,87.6,62,258,2.5,2.8,6.6,—,22,0.5,40,—,40,0.02,0.10,—,Tr,0.17,0.09,—,0.00,139,91,82,158.6,14,2.5,0.19,—,0.01,0.02,黑龙江
乳类及其制品-液态乳,101172,调制乳（全脂，蒙牛特仑苏醇纤牛奶）,,100,86.3,72,299,3.4,4.0,5.5,—,10,0.8,69,—,69,0.03,0.14,—,Tr,0.14,0.07,—,0.02,116,107,258,25.8,9,0.2,0.20,—,Tr,Tr,河北
乳类及其制品-液态乳,101173,调制乳（全脂，蒙牛珍养型零乳糖牛奶）,,100,88.8,60,249,3.0,3.5,4.0,—,21,0.7,96,—,96,0.02,0.13,—,Tr,2.30,2.17,—,0.02,110,102,115,90.1,8,0.2,0.14,—,Tr,Tr,内蒙古
乳类及其制品-液态乳,101174,调制乳（全脂，完达山臻醇牛奶）,,100,86.8,69,287,3.4,3.7,5.4,—,28,0.7,53,—,53,0.02,0.15,—,Tr,0.10,0.09,—,0.00,138,82,119,193.1,15,0.7,0.23,—,Tr,Tr,黑龙江
乳类及其制品-液态乳,101175,调制乳（全脂，旺仔复原乳牛奶）,,100,84.3,74,310,2.5,2.6,10.1,—,14,0.5,48,—,48,0.02,0.15,—,Tr,0.10,0.10,—,0.00,103,71,228,22.8,6,0.1,0.10,—,Tr,Tr,浙江
乳类及其制品-液态乳,101176,调制乳（全脂，夏进炼乳牛奶）,,100,85.7,71,297,2.5,3.1,8.2,—,23,0.5,49,—,49,0.01,0.08,—,Tr,0.10,0.09,—,0.00,136,95,95,154.2,14,0.3,0.20,—,Tr,Tr,宁夏
乳类及其制品-液态乳,101177,调制乳（全脂，新西兰安佳原味进口儿童牛奶）,,100,86.3,70,291,3.6,3.5,5.9,—,18,0.7,174,—,174,0.03,0.22,—,Tr,0.15,0.12,—,0.01,114,97,229,22.9,10,0.2,0.18,—,Tr,Tr,
乳类及其制品-液态乳,101178,调制乳（全脂，新希望特浓牛奶）,,100,87.1,66,277,3.3,3.5,5.4,—,16,0.7,108,—,108,0.03,0.17,—,Tr,0.15,0.12,—,0.01,110,91,216,21.6,9,0.2,0.16,—,Tr,Tr,浙江
乳类及其制品-液态乳,101179,调制乳（全脂，伊利舒化奶）,,100,87.0,68,285,3.5,3.8,5.0,—,18,0.7,93,—,93,0.03,0.13,—,Tr,0.12,0.09,—,0.01,109,98,188,18.8,9,0.2,0.17,—,Tr,Tr,河北
乳类及其制品-液态乳,101180,调制乳（全脂，伊利早餐奶麦香味）,,100,85.7,71,297,2.9,3.2,7.6,—,19,0.6,113,—,113,0.02,0.11,—,Tr,0.07,0.07,—,0.00,105,89,75,72.3,8,0.7,0.34,—,Tr,Tr,内蒙古
乳类及其制品-液态乳,101181,调制乳（低脂，强化锌、钙，帕玛拉特）,,100,88.2,60,251,3.0,3.1,5.0,—,2,0.7,15,—,15,0.02,0.11,0.08,Tr,0.06,0.06,Tr,Tr,93,103,171,62.1,11,1.0,1.10,1.38,Tr,0.01,天津
乳类及其制品-液态乳,101182,调制乳（低脂，澳大利亚德运高钙低脂奶）,,100,87.5,52,221,3.5,1.1,7.1,—,10,0.8,33,—,33,0.02,0.21,—,Tr,0.07,0.06,—,0.00,119,103,171,17.1,9,0.2,0.18,—,Tr,Tr,
乳类及其制品-液态乳,101183,调制乳（低脂，伊利低脂型舒化奶）,,100,89.8,46,192,3.4,1.5,4.6,—,9,0.7,38,—,38,0.02,0.12,—,Tr,0.06,0.05,—,0.00,112,100,255,25.5,9,0.2,0.17,—,Tr,Tr,河北
乳类及其制品-液态乳,101184,调制乳（低脂，伊利高钙低脂奶）,,100,89.2,47,196,3.2,1.3,5.5,—,10,0.8,58,—,58,0.02,0.12,—,Tr,0.10,0.08,—,0.00,117,129,356,35.6,11,0.2,0.16,—,Tr,Tr,河北
乳类及其制品-液态乳,101185,调制乳（脱脂，部分复原乳，澳大利亚德运高钙脱脂奶）,,100,89.1,42,178,3.6,0.3,6.2,—,4,0.8,22,—,22,0.03,0.19,—,Tr,0.02,0.02,—,0.00,114,96,231,23.1,9,0.2,0.15,—,Tr,Tr,
